IW,E2MROW,R2MEOW,condition_01,condition_02
20.4068774916704,1.16964573065951,1.80479252170234,TRUE,TRUE
41.4572536677595,3.52736481716714,1.9471626375981,TRUE,TRUE
14.2448734983282,0.86645777327706,1.12780068302711,TRUE,TRUE
21.9855442423261,1.07321155834835,2.59788962897535,TRUE,TRUE
13.9809989164332,0.729168026930903,4.20273037429048,TRUE,TRUE
13.8427559734678,1.73845689401832,2.330742347897,TRUE,TRUE
18.7509135459675,1.81464183536332,1.18579446572897,TRUE,TRUE
26.3726182830237,1.20533074910735,1.45664861241905,TRUE,TRUE
11.3654420565636,0.787378002736384,2.31598088528701,TRUE,TRUE
89.0808471337252,6.11567859675688,3.37785128511086,TRUE,TRUE
10.4342219869525,2.91643473253444,3.25865587251904,TRUE,TRUE
13.5122690279722,2.54887483819233,3.34096890787395,TRUE,TRUE
18.9961110381255,2.61021315502605,1.9576321120981,TRUE,TRUE
36.0275897378755,3.93614778894854,2.14525191519188,TRUE,TRUE
22.933335277235,4.35874869287009,2.34785094221744,TRUE,TRUE
