from,to,weight
1,5,0.0157902970540402
1,10,0.0831657248981458
1,16,0.0352619325068901
4,11,0.00969302689295947
5,13,0.0362975381247427
8,12,0.0840323239692538
11,14,0.033853685626344
12,17,0.116739083137744
