from,to
1,92
2,13
3,31
6,7
8,15
10,70
12,23
17,46
18,20
19,52
24,22
25,14
26,45
27,76
28,78
32,87
33,21
34,37
35,29
36,38
40,89
43,30
48,9
49,11
50,79
51,4
53,63
56,71
57,41
60,61
64,67
65,58
66,62
68,69
72,16
73,55
74,84
75,47
77,86
80,42
81,39
82,59
85,5
88,83
90,54
91,44
