from,to
1,50
2,34
8,19
9,29
10,6
11,69
12,14
13,47
16,66
17,22
18,15
24,20
25,28
26,4
32,63
33,21
35,37
36,39
40,30
41,70
42,7
43,55
45,62
46,54
48,5
49,75
52,38
56,65
57,71
58,51
59,27
60,61
64,3
67,44
72,68
73,23
74,53
76,31
