ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.143,0.119
BP,Lin,0.149,0.133
BP,Rel,0.122,0.105
BP,Resnik,0.082,0.074
BP,Wang,0.157,0.138
CC,Jiang,0.504,0.461
CC,Lin,0.249,0.215
CC,Rel,0.179,0.15
CC,Resnik,0.073,0.065
CC,Wang,0.359,0.336
MF,Jiang,0.315,0.254
MF,Lin,0.185,0.137
MF,Rel,0.129,0.092
MF,Resnik,0.051,0.042
MF,Wang,0.317,0.273
