ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.13,0.12
BP,Lin,0.135,0.134
BP,Rel,0.108,0.106
BP,Resnik,0.074,0.074
BP,Wang,0.144,0.136
CC,Jiang,0.497,0.456
CC,Lin,0.238,0.208
CC,Rel,0.167,0.146
CC,Resnik,0.07,0.064
CC,Wang,0.35,0.324
MF,Jiang,0.304,0.233
MF,Lin,0.172,0.129
MF,Rel,0.116,0.087
MF,Resnik,0.045,0.042
MF,Wang,0.305,0.264
