ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.127,0.106
BP,Lin,0.132,0.129
BP,Rel,0.104,0.102
BP,Resnik,0.072,0.074
BP,Wang,0.141,0.134
CC,Jiang,0.495,0.433
CC,Lin,0.235,0.207
CC,Rel,0.164,0.145
CC,Resnik,0.068,0.067
CC,Wang,0.347,0.326
MF,Jiang,0.301,0.239
MF,Lin,0.169,0.133
MF,Rel,0.113,0.09
MF,Resnik,0.044,0.043
MF,Wang,0.304,0.269
