ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.124,0.105
BP,Lin,0.13,0.129
BP,Rel,0.103,0.102
BP,Resnik,0.071,0.074
BP,Wang,0.14,0.134
CC,Jiang,0.494,0.432
CC,Lin,0.232,0.207
CC,Rel,0.163,0.146
CC,Resnik,0.068,0.067
CC,Wang,0.346,0.327
MF,Jiang,0.299,0.238
MF,Lin,0.167,0.132
MF,Rel,0.111,0.089
MF,Resnik,0.043,0.043
MF,Wang,0.302,0.268
