ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.131,0.107
BP,Lin,0.137,0.129
BP,Rel,0.109,0.102
BP,Resnik,0.075,0.074
BP,Wang,0.146,0.134
CC,Jiang,0.498,0.436
CC,Lin,0.239,0.208
CC,Rel,0.169,0.146
CC,Resnik,0.07,0.067
CC,Wang,0.351,0.327
MF,Jiang,0.306,0.241
MF,Lin,0.174,0.134
MF,Rel,0.118,0.091
MF,Resnik,0.046,0.043
MF,Wang,0.308,0.269
