ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.136,0.118
BP,Lin,0.142,0.133
BP,Rel,0.114,0.104
BP,Resnik,0.078,0.074
BP,Wang,0.15,0.14
CC,Jiang,0.5,0.472
CC,Lin,0.243,0.218
CC,Rel,0.172,0.152
CC,Resnik,0.071,0.065
CC,Wang,0.354,0.335
MF,Jiang,0.309,0.257
MF,Lin,0.178,0.137
MF,Rel,0.122,0.093
MF,Resnik,0.048,0.042
MF,Wang,0.31,0.273
