from,to
1,53
4,28
10,23
16,12
17,13
19,68
24,42
25,7
26,95
27,20
29,61
31,103
32,105
33,34
36,101
38,22
40,76
41,83
44,5
46,47
48,6
49,15
50,60
51,21
56,98
57,9
58,39
59,107
64,54
65,45
66,84
71,79
72,18
73,11
74,67
75,70
77,62
78,94
80,52
81,35
85,102
87,63
88,86
89,2
90,3
91,30
92,55
96,69
97,82
99,93
100,37
104,8
106,14
