from,to
2,38
8,22
9,5
10,43
11,70
13,87
17,74
18,34
19,59
24,15
25,4
27,47
30,6
31,7
32,26
33,52
35,62
37,55
40,20
41,42
44,71
45,23
48,1
50,36
51,14
54,63
56,16
57,3
60,46
64,67
65,61
66,58
68,28
69,79
72,75
73,86
76,78
80,77
81,29
83,53
84,21
88,82
89,12
