ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.149,0.115
BP,Lin,0.152,0.141
BP,Rel,0.123,0.112
BP,Resnik,0.081,0.08
BP,Wang,0.152,0.138
CC,Jiang,0.51,0.439
CC,Lin,0.252,0.217
CC,Rel,0.172,0.15
CC,Resnik,0.07,0.068
CC,Wang,0.381,0.352
MF,Jiang,0.351,0.266
MF,Lin,0.202,0.147
MF,Rel,0.137,0.1
MF,Resnik,0.05,0.048
MF,Wang,0.333,0.286
