ontology,measure,in-cluster_similarity_score,inter-cluster_similarity_score
BP,Jiang,0.191,0.131
BP,Lin,0.196,0.142
BP,Rel,0.168,0.113
BP,Resnik,0.105,0.078
BP,Wang,0.193,0.14
CC,Jiang,0.515,0.466
CC,Lin,0.277,0.228
CC,Rel,0.198,0.157
CC,Resnik,0.079,0.068
CC,Wang,0.397,0.357
MF,Jiang,0.382,0.294
MF,Lin,0.24,0.161
MF,Rel,0.175,0.111
MF,Resnik,0.07,0.047
MF,Wang,0.362,0.294
